age,gender,time_spent,PLATFORM,interests,location,demographics,profession,income,indebt,isHomeOwner,Owns_Car,demographics-PLATFORM
47,male,216:00:00,FACEBOOK,Lifestlye,Australia,Sub_Urban,Software Engineer,"$16,213",False,True,False,Sub_Urban-FACEBOOK
64,female,72:00:00,YOUTUBE,Sports,United States,Rural,Software Engineer,"$14,869",True,True,False,Rural-YOUTUBE
52,non-binary,168:00:00,YOUTUBE,Lifestlye,Australia,Urban,Software Engineer,"$11,561",True,False,False,Urban-YOUTUBE
57,male,24:00:00,YOUTUBE,Travel,United Kingdom,Urban,Software Engineer,"$14,006",False,True,False,Urban-YOUTUBE
33,non-binary,96:00:00,YOUTUBE,Lifestlye,United States,Sub_Urban,Student,"$19,867",False,True,False,Sub_Urban-YOUTUBE
30,female,96:00:00,YOUTUBE,Sports,United Kingdom,Sub_Urban,Student,"$19,314",False,False,False,Sub_Urban-YOUTUBE
59,male,168:00:00,INSTAGRAM,Lifestlye,United Kingdom,Urban,Software Engineer,"$13,981",False,False,True,Urban-INSTAGRAM
47,female,192:00:00,YOUTUBE,Lifestlye,United States,Rural,Student,"$19,493",False,True,False,Rural-YOUTUBE
36,female,24:00:00,YOUTUBE,Travel,Australia,Sub_Urban,Student,"$15,682",False,False,True,Sub_Urban-YOUTUBE
34,male,120:00:00,INSTAGRAM,Travel,United States,Sub_Urban,Marketer Manager,"$15,782",True,True,True,Sub_Urban-INSTAGRAM
36,male,168:00:00,INSTAGRAM,Travel,United Kingdom,Rural,Software Engineer,"$10,943",False,True,False,Rural-INSTAGRAM
45,male,96:00:00,INSTAGRAM,Sports,United Kingdom,Rural,Student,"$14,550",False,False,True,Rural-INSTAGRAM
43,male,96:00:00,INSTAGRAM,Sports,Australia,Urban,Student,"$19,137",False,True,False,Urban-INSTAGRAM
54,male,96:00:00,INSTAGRAM,Travel,United States,Rural,Software Engineer,"$10,600",True,True,True,Rural-INSTAGRAM
43,male,144:00:00,INSTAGRAM,Travel,United Kingdom,Urban,Marketer Manager,"$16,376",True,True,False,Urban-INSTAGRAM
40,male,168:00:00,YOUTUBE,Sports,United Kingdom,Rural,Software Engineer,"$19,609",True,False,True,Rural-YOUTUBE
26,non-binary,48:00:00,YOUTUBE,Sports,United Kingdom,Sub_Urban,Marketer Manager,"$11,524",True,False,True,Sub_Urban-YOUTUBE
29,female,120:00:00,FACEBOOK,Sports,Australia,Urban,Software Engineer,"$13,766",False,False,False,Urban-FACEBOOK
18,male,96:00:00,YOUTUBE,Sports,United Kingdom,Urban,Software Engineer,"$10,250",True,True,True,Urban-YOUTUBE
18,non-binary,72:00:00,YOUTUBE,Travel,United Kingdom,Urban,Software Engineer,"$19,736",False,True,True,Urban-YOUTUBE
64,non-binary,168:00:00,INSTAGRAM,Sports,United States,Rural,Software Engineer,"$10,078",False,False,True,Rural-INSTAGRAM
51,non-binary,144:00:00,INSTAGRAM,Travel,United States,Sub_Urban,Marketer Manager,"$13,123",False,False,True,Sub_Urban-INSTAGRAM
49,female,168:00:00,YOUTUBE,Lifestlye,United Kingdom,Urban,Marketer Manager,"$19,089",False,False,True,Urban-YOUTUBE
42,male,120:00:00,FACEBOOK,Lifestlye,United Kingdom,Urban,Student,"$17,064",False,True,False,Urban-FACEBOOK
57,non-binary,144:00:00,INSTAGRAM,Sports,United States,Urban,Software Engineer,"$18,417",False,False,True,Urban-INSTAGRAM
62,female,120:00:00,YOUTUBE,Lifestlye,Australia,Urban,Marketer Manager,"$11,209",True,True,True,Urban-YOUTUBE
18,female,168:00:00,YOUTUBE,Lifestlye,Australia,Sub_Urban,Marketer Manager,"$15,153",True,False,False,Sub_Urban-YOUTUBE
33,female,48:00:00,FACEBOOK,Lifestlye,Australia,Rural,Marketer Manager,"$14,898",True,True,False,Rural-FACEBOOK
56,non-binary,120:00:00,FACEBOOK,Sports,Australia,Sub_Urban,Software Engineer,"$12,178",True,True,False,Sub_Urban-FACEBOOK
22,male,144:00:00,INSTAGRAM,Sports,Australia,Urban,Student,"$17,610",True,False,True,Urban-INSTAGRAM
39,non-binary,144:00:00,FACEBOOK,Lifestlye,Australia,Sub_Urban,Marketer Manager,"$18,895",False,True,True,Sub_Urban-FACEBOOK
46,non-binary,120:00:00,YOUTUBE,Travel,Australia,Urban,Software Engineer,"$12,544",True,False,True,Urban-YOUTUBE
20,male,168:00:00,YOUTUBE,Lifestlye,Australia,Rural,Marketer Manager,"$15,522",True,True,True,Rural-YOUTUBE
29,male,192:00:00,FACEBOOK,Sports,United States,Rural,Marketer Manager,"$12,370",True,True,False,Rural-FACEBOOK
43,male,168:00:00,FACEBOOK,Sports,Australia,Rural,Student,"$13,281",False,False,False,Rural-FACEBOOK
33,female,120:00:00,FACEBOOK,Sports,Australia,Urban,Marketer Manager,"$14,710",False,True,True,Urban-FACEBOOK
54,male,24:00:00,FACEBOOK,Lifestlye,Australia,Sub_Urban,Marketer Manager,"$10,328",False,False,True,Sub_Urban-FACEBOOK
39,non-binary,120:00:00,INSTAGRAM,Travel,United Kingdom,Rural,Software Engineer,"$15,579",True,False,True,Rural-INSTAGRAM
46,male,48:00:00,FACEBOOK,Sports,United States,Urban,Software Engineer,"$14,228",True,False,True,Urban-FACEBOOK
31,non-binary,120:00:00,INSTAGRAM,Sports,United States,Urban,Student,"$16,794",True,True,False,Urban-INSTAGRAM
45,female,120:00:00,YOUTUBE,Lifestlye,United States,Sub_Urban,Software Engineer,"$10,120",True,True,False,Sub_Urban-YOUTUBE
22,non-binary,48:00:00,FACEBOOK,Travel,Australia,Rural,Software Engineer,"$16,749",True,True,True,Rural-FACEBOOK
64,non-binary,120:00:00,INSTAGRAM,Lifestlye,Australia,Urban,Student,"$10,964",False,False,False,Urban-INSTAGRAM
47,male,96:00:00,FACEBOOK,Sports,United Kingdom,Sub_Urban,Marketer Manager,"$14,224",True,False,True,Sub_Urban-FACEBOOK
63,male,24:00:00,YOUTUBE,Travel,United States,Rural,Student,"$13,675",False,True,True,Rural-YOUTUBE
22,non-binary,72:00:00,YOUTUBE,Travel,Australia,Sub_Urban,Software Engineer,"$15,694",True,True,False,Sub_Urban-YOUTUBE
29,male,24:00:00,YOUTUBE,Sports,United States,Sub_Urban,Student,"$12,076",False,False,True,Sub_Urban-YOUTUBE
33,female,120:00:00,FACEBOOK,Travel,United Kingdom,Urban,Marketer Manager,"$16,865",False,True,False,Urban-FACEBOOK
43,female,96:00:00,FACEBOOK,Travel,United Kingdom,Urban,Student,"$15,643",False,False,True,Urban-FACEBOOK
43,male,168:00:00,INSTAGRAM,Lifestlye,United Kingdom,Urban,Software Engineer,"$18,524",False,True,False,Urban-INSTAGRAM
38,female,120:00:00,YOUTUBE,Sports,United States,Sub_Urban,Software Engineer,"$15,249",True,False,True,Sub_Urban-YOUTUBE
56,male,96:00:00,FACEBOOK,Sports,Australia,Urban,Student,"$11,316",True,True,False,Urban-FACEBOOK
53,non-binary,48:00:00,YOUTUBE,Sports,Australia,Sub_Urban,Marketer Manager,"$11,196",True,True,True,Sub_Urban-YOUTUBE
50,non-binary,96:00:00,YOUTUBE,Sports,United Kingdom,Sub_Urban,Student,"$13,170",False,False,True,Sub_Urban-YOUTUBE
47,female,48:00:00,INSTAGRAM,Sports,Australia,Urban,Marketer Manager,"$19,621",True,False,False,Urban-INSTAGRAM
54,male,192:00:00,INSTAGRAM,Travel,United Kingdom,Rural,Marketer Manager,"$10,355",True,False,True,Rural-INSTAGRAM
40,male,72:00:00,INSTAGRAM,Lifestlye,United States,Rural,Student,"$19,718",True,True,False,Rural-INSTAGRAM
27,female,216:00:00,INSTAGRAM,Sports,United Kingdom,Rural,Marketer Manager,"$10,028",True,False,False,Rural-INSTAGRAM
22,non-binary,96:00:00,YOUTUBE,Lifestlye,United States,Sub_Urban,Software Engineer,"$11,013",False,False,True,Sub_Urban-YOUTUBE
53,female,144:00:00,INSTAGRAM,Lifestlye,United Kingdom,Sub_Urban,Student,"$19,019",False,True,True,Sub_Urban-INSTAGRAM
51,non-binary,120:00:00,INSTAGRAM,Travel,Australia,Sub_Urban,Marketer Manager,"$12,024",True,False,True,Sub_Urban-INSTAGRAM
48,male,24:00:00,INSTAGRAM,Sports,Australia,Urban,Software Engineer,"$18,490",True,False,True,Urban-INSTAGRAM
27,non-binary,216:00:00,INSTAGRAM,Travel,United Kingdom,Sub_Urban,Student,"$15,839",True,False,False,Sub_Urban-INSTAGRAM
36,female,24:00:00,YOUTUBE,Sports,Australia,Urban,Software Engineer,"$15,791",False,True,True,Urban-YOUTUBE
49,male,192:00:00,INSTAGRAM,Travel,Australia,Urban,Software Engineer,"$10,754",False,True,True,Urban-INSTAGRAM
18,female,216:00:00,YOUTUBE,Lifestlye,Australia,Rural,Software Engineer,"$18,961",False,True,True,Rural-YOUTUBE
22,female,216:00:00,FACEBOOK,Sports,United States,Rural,Marketer Manager,"$13,735",True,False,False,Rural-FACEBOOK
62,non-binary,24:00:00,YOUTUBE,Lifestlye,Australia,Rural,Student,"$11,238",False,True,True,Rural-YOUTUBE
21,female,48:00:00,YOUTUBE,Lifestlye,United States,Urban,Student,"$11,906",False,False,False,Urban-YOUTUBE
33,non-binary,24:00:00,INSTAGRAM,Travel,United Kingdom,Urban,Marketer Manager,"$17,399",False,False,True,Urban-INSTAGRAM
41,male,48:00:00,FACEBOOK,Sports,Australia,Urban,Student,"$17,961",False,False,False,Urban-FACEBOOK
33,non-binary,192:00:00,FACEBOOK,Lifestlye,Australia,Sub_Urban,Software Engineer,"$19,756",False,True,True,Sub_Urban-FACEBOOK
19,male,120:00:00,FACEBOOK,Travel,Australia,Urban,Student,"$19,410",True,True,True,Urban-FACEBOOK
45,non-binary,168:00:00,FACEBOOK,Sports,United Kingdom,Rural,Marketer Manager,"$14,601",True,False,False,Rural-FACEBOOK
49,female,48:00:00,YOUTUBE,Sports,United States,Rural,Software Engineer,"$19,549",True,False,True,Rural-YOUTUBE
44,non-binary,192:00:00,FACEBOOK,Lifestlye,United States,Urban,Marketer Manager,"$11,460",True,True,True,Urban-FACEBOOK
37,non-binary,144:00:00,YOUTUBE,Sports,Australia,Urban,Software Engineer,"$17,669",False,True,True,Urban-YOUTUBE
41,male,192:00:00,YOUTUBE,Lifestlye,United Kingdom,Rural,Software Engineer,"$11,416",True,True,False,Rural-YOUTUBE
29,female,24:00:00,YOUTUBE,Sports,United Kingdom,Urban,Student,"$17,766",True,False,True,Urban-YOUTUBE
52,non-binary,24:00:00,FACEBOOK,Travel,United Kingdom,Rural,Software Engineer,"$11,428",True,True,False,Rural-FACEBOOK
50,female,168:00:00,INSTAGRAM,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,"$14,378",False,True,False,Sub_Urban-INSTAGRAM
50,non-binary,192:00:00,INSTAGRAM,Lifestlye,United Kingdom,Rural,Student,"$17,529",True,True,False,Rural-INSTAGRAM
60,non-binary,72:00:00,FACEBOOK,Sports,United States,Sub_Urban,Marketer Manager,"$14,474",False,False,True,Sub_Urban-FACEBOOK
54,female,120:00:00,INSTAGRAM,Sports,United States,Urban,Software Engineer,"$13,071",False,True,False,Urban-INSTAGRAM
29,non-binary,24:00:00,INSTAGRAM,Lifestlye,United States,Urban,Marketer Manager,"$10,555",False,False,False,Urban-INSTAGRAM
20,female,168:00:00,YOUTUBE,Sports,Australia,Sub_Urban,Marketer Manager,"$18,547",True,False,True,Sub_Urban-YOUTUBE
18,non-binary,120:00:00,YOUTUBE,Travel,United Kingdom,Urban,Software Engineer,"$11,563",False,False,False,Urban-YOUTUBE
50,male,192:00:00,FACEBOOK,Sports,Australia,Sub_Urban,Student,"$11,040",True,True,False,Sub_Urban-FACEBOOK
57,female,192:00:00,FACEBOOK,Travel,United Kingdom,Urban,Marketer Manager,"$12,686",True,True,True,Urban-FACEBOOK
27,non-binary,216:00:00,INSTAGRAM,Travel,United States,Rural,Software Engineer,"$12,553",True,True,True,Rural-INSTAGRAM
60,non-binary,168:00:00,YOUTUBE,Travel,Australia,Urban,Student,"$11,779",False,False,False,Urban-YOUTUBE
61,male,24:00:00,FACEBOOK,Travel,United States,Rural,Student,"$10,075",False,True,True,Rural-FACEBOOK
46,female,72:00:00,FACEBOOK,Travel,United Kingdom,Rural,Student,"$14,326",True,False,True,Rural-FACEBOOK
30,non-binary,192:00:00,FACEBOOK,Sports,United Kingdom,Sub_Urban,Marketer Manager,"$15,835",False,True,True,Sub_Urban-FACEBOOK
29,male,72:00:00,FACEBOOK,Travel,United Kingdom,Urban,Marketer Manager,"$15,057",False,True,False,Urban-FACEBOOK
48,non-binary,192:00:00,FACEBOOK,Sports,United States,Sub_Urban,Marketer Manager,"$12,349",False,True,False,Sub_Urban-FACEBOOK
63,female,24:00:00,FACEBOOK,Travel,United Kingdom,Urban,Student,"$12,773",True,True,True,Urban-FACEBOOK
19,non-binary,120:00:00,INSTAGRAM,Lifestlye,United States,Rural,Marketer Manager,"$12,262",False,False,False,Rural-INSTAGRAM
52,non-binary,96:00:00,YOUTUBE,Travel,Australia,Rural,Software Engineer,"$13,229",False,False,True,Rural-YOUTUBE
40,non-binary,120:00:00,YOUTUBE,Lifestlye,United Kingdom,Urban,Marketer Manager,"$10,392",True,False,True,Urban-YOUTUBE
34,non-binary,192:00:00,FACEBOOK,Travel,United Kingdom,Urban,Marketer Manager,"$11,108",False,False,True,Urban-FACEBOOK
43,male,96:00:00,YOUTUBE,Travel,United Kingdom,Sub_Urban,Student,"$14,362",True,True,True,Sub_Urban-YOUTUBE
25,male,96:00:00,YOUTUBE,Travel,Australia,Urban,Marketer Manager,"$15,188",False,False,True,Urban-YOUTUBE
46,female,72:00:00,YOUTUBE,Lifestlye,United Kingdom,Urban,Software Engineer,"$18,802",False,False,False,Urban-YOUTUBE
43,male,168:00:00,FACEBOOK,Lifestlye,United States,Urban,Student,"$15,057",False,False,False,Urban-FACEBOOK
27,male,72:00:00,FACEBOOK,Travel,United States,Sub_Urban,Software Engineer,"$13,998",False,True,False,Sub_Urban-FACEBOOK
43,female,72:00:00,YOUTUBE,Sports,United Kingdom,Urban,Student,"$18,864",False,False,False,Urban-YOUTUBE
51,male,120:00:00,YOUTUBE,Travel,United Kingdom,Rural,Student,"$16,566",False,False,True,Rural-YOUTUBE
58,male,120:00:00,FACEBOOK,Lifestlye,Australia,Sub_Urban,Marketer Manager,"$13,677",True,True,True,Sub_Urban-FACEBOOK
24,female,144:00:00,INSTAGRAM,Travel,Australia,Sub_Urban,Software Engineer,"$15,796",False,True,False,Sub_Urban-INSTAGRAM
21,female,192:00:00,YOUTUBE,Lifestlye,Australia,Rural,Student,"$16,363",False,False,False,Rural-YOUTUBE
62,female,144:00:00,INSTAGRAM,Lifestlye,United Kingdom,Rural,Marketer Manager,"$18,123",False,False,True,Rural-INSTAGRAM
28,non-binary,24:00:00,YOUTUBE,Lifestlye,Australia,Rural,Student,"$18,222",True,True,True,Rural-YOUTUBE
46,non-binary,192:00:00,INSTAGRAM,Travel,Australia,Urban,Student,"$17,690",True,False,True,Urban-INSTAGRAM
53,female,192:00:00,INSTAGRAM,Lifestlye,United States,Rural,Student,"$11,400",True,True,False,Rural-INSTAGRAM
42,female,216:00:00,INSTAGRAM,Lifestlye,Australia,Urban,Student,"$14,071",False,False,True,Urban-INSTAGRAM
38,female,216:00:00,FACEBOOK,Travel,United States,Sub_Urban,Student,"$18,808",False,False,True,Sub_Urban-FACEBOOK
53,non-binary,48:00:00,INSTAGRAM,Lifestlye,United States,Sub_Urban,Student,"$12,786",True,False,False,Sub_Urban-INSTAGRAM
27,non-binary,48:00:00,INSTAGRAM,Travel,Australia,Rural,Marketer Manager,"$17,169",True,False,False,Rural-INSTAGRAM
54,male,72:00:00,INSTAGRAM,Lifestlye,United States,Urban,Student,"$10,870",True,False,False,Urban-INSTAGRAM
26,male,24:00:00,YOUTUBE,Sports,United Kingdom,Rural,Software Engineer,"$14,196",False,True,True,Rural-YOUTUBE
41,female,96:00:00,INSTAGRAM,Sports,United Kingdom,Rural,Marketer Manager,"$19,604",True,True,True,Rural-INSTAGRAM
52,non-binary,96:00:00,YOUTUBE,Lifestlye,Australia,Urban,Software Engineer,"$12,739",False,False,False,Urban-YOUTUBE
52,non-binary,216:00:00,INSTAGRAM,Sports,United Kingdom,Rural,Student,"$10,940",False,False,True,Rural-INSTAGRAM
53,non-binary,216:00:00,INSTAGRAM,Travel,United States,Sub_Urban,Software Engineer,"$10,340",False,False,True,Sub_Urban-INSTAGRAM
35,female,216:00:00,FACEBOOK,Sports,United Kingdom,Rural,Student,"$17,422",True,True,True,Rural-FACEBOOK
56,male,168:00:00,YOUTUBE,Lifestlye,Australia,Urban,Student,"$14,133",False,True,False,Urban-YOUTUBE
49,female,48:00:00,INSTAGRAM,Lifestlye,Australia,Urban,Marketer Manager,"$10,659",True,True,False,Urban-INSTAGRAM
41,male,120:00:00,YOUTUBE,Travel,United States,Sub_Urban,Marketer Manager,"$19,752",True,True,True,Sub_Urban-YOUTUBE
40,male,96:00:00,YOUTUBE,Lifestlye,Australia,Urban,Student,"$13,457",True,True,True,Urban-YOUTUBE
49,female,192:00:00,FACEBOOK,Travel,United Kingdom,Urban,Marketer Manager,"$19,848",True,True,True,Urban-FACEBOOK
54,male,48:00:00,FACEBOOK,Sports,Australia,Sub_Urban,Software Engineer,"$12,975",False,True,True,Sub_Urban-FACEBOOK
29,male,144:00:00,FACEBOOK,Sports,United States,Rural,Marketer Manager,"$19,241",False,True,False,Rural-FACEBOOK
30,non-binary,120:00:00,FACEBOOK,Travel,Australia,Sub_Urban,Marketer Manager,"$10,453",False,False,False,Sub_Urban-FACEBOOK
40,male,48:00:00,FACEBOOK,Travel,United Kingdom,Rural,Software Engineer,"$19,896",False,True,True,Rural-FACEBOOK
42,female,24:00:00,FACEBOOK,Lifestlye,United States,Sub_Urban,Marketer Manager,"$18,184",True,True,True,Sub_Urban-FACEBOOK
52,female,192:00:00,FACEBOOK,Sports,United Kingdom,Rural,Student,"$15,442",True,True,False,Rural-FACEBOOK
58,male,48:00:00,FACEBOOK,Travel,United States,Sub_Urban,Software Engineer,"$10,818",True,True,True,Sub_Urban-FACEBOOK
47,non-binary,168:00:00,INSTAGRAM,Sports,Australia,Rural,Student,"$14,868",True,False,False,Rural-INSTAGRAM
34,non-binary,216:00:00,YOUTUBE,Travel,United States,Sub_Urban,Software Engineer,"$10,012",False,True,True,Sub_Urban-YOUTUBE
37,male,216:00:00,FACEBOOK,Sports,United States,Rural,Student,"$17,727",True,False,False,Rural-FACEBOOK
42,male,192:00:00,FACEBOOK,Lifestlye,Australia,Sub_Urban,Student,"$10,920",False,False,True,Sub_Urban-FACEBOOK
39,female,216:00:00,YOUTUBE,Sports,United Kingdom,Urban,Marketer Manager,"$14,920",True,False,True,Urban-YOUTUBE
30,male,48:00:00,INSTAGRAM,Sports,Australia,Rural,Student,"$12,418",True,True,False,Rural-INSTAGRAM
36,non-binary,144:00:00,YOUTUBE,Sports,United States,Sub_Urban,Marketer Manager,"$19,506",True,True,False,Sub_Urban-YOUTUBE
53,male,96:00:00,YOUTUBE,Sports,Australia,Rural,Software Engineer,"$16,475",True,True,True,Rural-YOUTUBE
29,female,96:00:00,FACEBOOK,Sports,United States,Rural,Student,"$12,017",False,False,True,Rural-FACEBOOK
58,female,120:00:00,YOUTUBE,Lifestlye,Australia,Sub_Urban,Student,"$17,957",False,False,False,Sub_Urban-YOUTUBE
36,female,72:00:00,YOUTUBE,Travel,Australia,Rural,Software Engineer,"$19,420",False,False,False,Rural-YOUTUBE
29,female,24:00:00,FACEBOOK,Sports,United Kingdom,Sub_Urban,Software Engineer,"$14,792",False,False,True,Sub_Urban-FACEBOOK
26,female,192:00:00,FACEBOOK,Lifestlye,United States,Urban,Student,"$16,830",True,True,True,Urban-FACEBOOK
24,male,120:00:00,FACEBOOK,Sports,United Kingdom,Rural,Software Engineer,"$12,434",True,True,False,Rural-FACEBOOK
45,male,72:00:00,FACEBOOK,Sports,United States,Urban,Marketer Manager,"$12,868",False,True,False,Urban-FACEBOOK
31,male,168:00:00,YOUTUBE,Travel,Australia,Rural,Software Engineer,"$11,438",False,False,False,Rural-YOUTUBE
48,male,168:00:00,YOUTUBE,Sports,United States,Rural,Software Engineer,"$13,543",True,False,False,Rural-YOUTUBE
36,female,24:00:00,INSTAGRAM,Lifestlye,United Kingdom,Rural,Student,"$11,781",True,True,False,Rural-INSTAGRAM
64,non-binary,216:00:00,INSTAGRAM,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,"$16,343",False,True,True,Sub_Urban-INSTAGRAM
33,male,48:00:00,YOUTUBE,Travel,United Kingdom,Urban,Software Engineer,"$12,263",False,False,True,Urban-YOUTUBE
22,non-binary,120:00:00,INSTAGRAM,Sports,United States,Rural,Marketer Manager,"$10,211",False,True,False,Rural-INSTAGRAM
52,male,120:00:00,YOUTUBE,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,"$18,699",True,True,True,Sub_Urban-YOUTUBE
29,male,192:00:00,INSTAGRAM,Sports,United Kingdom,Rural,Marketer Manager,"$16,159",False,False,True,Rural-INSTAGRAM
42,non-binary,192:00:00,FACEBOOK,Sports,United Kingdom,Sub_Urban,Student,"$17,027",False,False,False,Sub_Urban-FACEBOOK
38,female,168:00:00,INSTAGRAM,Sports,Australia,Rural,Software Engineer,"$10,331",False,False,True,Rural-INSTAGRAM
53,male,168:00:00,FACEBOOK,Travel,Australia,Urban,Student,"$16,860",False,True,True,Urban-FACEBOOK
40,male,144:00:00,FACEBOOK,Sports,United States,Urban,Software Engineer,"$18,044",False,False,True,Urban-FACEBOOK
33,male,144:00:00,FACEBOOK,Lifestlye,United States,Rural,Software Engineer,"$18,169",True,True,False,Rural-FACEBOOK
56,non-binary,216:00:00,FACEBOOK,Sports,United Kingdom,Sub_Urban,Student,"$18,742",False,True,False,Sub_Urban-FACEBOOK
62,female,144:00:00,INSTAGRAM,Lifestlye,Australia,Rural,Marketer Manager,"$15,720",True,False,True,Rural-INSTAGRAM
59,non-binary,48:00:00,YOUTUBE,Sports,United Kingdom,Sub_Urban,Marketer Manager,"$19,133",False,True,True,Sub_Urban-YOUTUBE
56,non-binary,48:00:00,FACEBOOK,Lifestlye,United Kingdom,Rural,Software Engineer,"$10,727",False,False,True,Rural-FACEBOOK
31,female,120:00:00,INSTAGRAM,Lifestlye,Australia,Sub_Urban,Student,"$14,975",False,False,True,Sub_Urban-INSTAGRAM
48,non-binary,96:00:00,FACEBOOK,Sports,Australia,Urban,Marketer Manager,"$13,243",True,True,True,Urban-FACEBOOK
22,female,48:00:00,INSTAGRAM,Sports,Australia,Rural,Marketer Manager,"$10,648",True,True,True,Rural-INSTAGRAM
52,male,72:00:00,INSTAGRAM,Lifestlye,United States,Urban,Software Engineer,"$15,095",True,False,False,Urban-INSTAGRAM
40,female,168:00:00,INSTAGRAM,Travel,United States,Urban,Software Engineer,"$16,614",False,False,True,Urban-INSTAGRAM
46,male,192:00:00,YOUTUBE,Sports,United Kingdom,Rural,Student,"$17,135",False,False,True,Rural-YOUTUBE
60,non-binary,144:00:00,INSTAGRAM,Travel,United States,Rural,Software Engineer,"$11,009",True,False,False,Rural-INSTAGRAM
28,non-binary,120:00:00,INSTAGRAM,Sports,Australia,Sub_Urban,Marketer Manager,"$11,550",True,False,True,Sub_Urban-INSTAGRAM
35,male,24:00:00,YOUTUBE,Sports,Australia,Sub_Urban,Marketer Manager,"$18,995",False,False,True,Sub_Urban-YOUTUBE
64,non-binary,192:00:00,YOUTUBE,Sports,United States,Urban,Marketer Manager,"$17,492",True,True,True,Urban-YOUTUBE
29,female,72:00:00,INSTAGRAM,Sports,United Kingdom,Sub_Urban,Marketer Manager,"$13,401",False,True,True,Sub_Urban-INSTAGRAM
26,male,144:00:00,YOUTUBE,Travel,United Kingdom,Sub_Urban,Student,"$17,447",True,True,False,Sub_Urban-YOUTUBE
27,non-binary,72:00:00,FACEBOOK,Sports,United States,Rural,Student,"$15,424",True,True,True,Rural-FACEBOOK
61,male,168:00:00,FACEBOOK,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,"$14,241",True,False,False,Sub_Urban-FACEBOOK
34,female,168:00:00,YOUTUBE,Lifestlye,United Kingdom,Urban,Software Engineer,"$13,161",False,True,True,Urban-YOUTUBE
55,female,216:00:00,YOUTUBE,Travel,United Kingdom,Sub_Urban,Software Engineer,"$14,155",False,True,True,Sub_Urban-YOUTUBE
24,non-binary,120:00:00,INSTAGRAM,Sports,Australia,Urban,Student,"$17,478",True,False,False,Urban-INSTAGRAM
63,female,192:00:00,YOUTUBE,Lifestlye,Australia,Rural,Marketer Manager,"$18,719",False,True,True,Rural-YOUTUBE
30,male,192:00:00,INSTAGRAM,Travel,United States,Urban,Software Engineer,"$19,215",False,False,False,Urban-INSTAGRAM
57,female,24:00:00,FACEBOOK,Sports,Australia,Sub_Urban,Marketer Manager,"$16,617",False,False,False,Sub_Urban-FACEBOOK
59,male,120:00:00,YOUTUBE,Lifestlye,United Kingdom,Rural,Software Engineer,"$15,660",False,False,False,Rural-YOUTUBE
26,male,72:00:00,INSTAGRAM,Lifestlye,Australia,Sub_Urban,Software Engineer,"$18,624",True,False,True,Sub_Urban-INSTAGRAM
44,female,24:00:00,INSTAGRAM,Travel,United States,Rural,Software Engineer,"$11,176",False,False,True,Rural-INSTAGRAM
19,non-binary,96:00:00,FACEBOOK,Sports,Australia,Rural,Software Engineer,"$17,956",False,True,True,Rural-FACEBOOK
22,female,192:00:00,YOUTUBE,Sports,United Kingdom,Sub_Urban,Software Engineer,"$18,592",True,True,True,Sub_Urban-YOUTUBE
46,male,72:00:00,FACEBOOK,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,"$12,233",False,True,False,Sub_Urban-FACEBOOK
54,male,48:00:00,INSTAGRAM,Lifestlye,United States,Rural,Software Engineer,"$14,700",False,False,True,Rural-INSTAGRAM
55,female,216:00:00,INSTAGRAM,Lifestlye,Australia,Rural,Marketer Manager,"$15,906",False,True,True,Rural-INSTAGRAM
36,non-binary,120:00:00,YOUTUBE,Sports,Australia,Sub_Urban,Student,"$17,860",True,True,False,Sub_Urban-YOUTUBE
25,non-binary,168:00:00,INSTAGRAM,Travel,Australia,Urban,Software Engineer,"$17,526",True,True,False,Urban-INSTAGRAM
62,male,48:00:00,YOUTUBE,Travel,United Kingdom,Sub_Urban,Marketer Manager,"$15,559",False,True,True,Sub_Urban-YOUTUBE
18,male,216:00:00,FACEBOOK,Sports,United States,Rural,Student,"$16,732",False,False,False,Rural-FACEBOOK
39,non-binary,216:00:00,YOUTUBE,Travel,Australia,Sub_Urban,Student,"$12,513",True,True,False,Sub_Urban-YOUTUBE
34,female,96:00:00,YOUTUBE,Lifestlye,United Kingdom,Urban,Student,"$17,830",True,False,False,Urban-YOUTUBE
24,male,96:00:00,INSTAGRAM,Travel,United Kingdom,Sub_Urban,Marketer Manager,"$19,965",True,False,False,Sub_Urban-INSTAGRAM
42,male,144:00:00,INSTAGRAM,Travel,United Kingdom,Rural,Software Engineer,"$16,944",False,True,False,Rural-INSTAGRAM
62,non-binary,144:00:00,YOUTUBE,Travel,Australia,Sub_Urban,Software Engineer,"$17,910",False,False,True,Sub_Urban-YOUTUBE
21,female,24:00:00,INSTAGRAM,Lifestlye,Australia,Rural,Marketer Manager,"$15,649",True,False,True,Rural-INSTAGRAM
53,non-binary,216:00:00,INSTAGRAM,Sports,Australia,Rural,Software Engineer,"$11,096",False,False,True,Rural-INSTAGRAM
23,female,48:00:00,INSTAGRAM,Lifestlye,Australia,Sub_Urban,Marketer Manager,"$19,120",False,False,True,Sub_Urban-INSTAGRAM
48,female,120:00:00,YOUTUBE,Sports,Australia,Rural,Software Engineer,"$11,951",False,False,True,Rural-YOUTUBE
